PreSynaptic Neuron,PostSynaptic Neuron,N,Inferred
Dm6-6,TmY3-B,5,0
Dm6-6,Mi9-F,3,0
Dm6-6,L4-D,3,0
Dm6-6,L4-B,2,0
Dm6-6,T1-C,2,0
Dm6-6,Tm4-F,1,0
Dm6-6,Dm6-2,1,0
T4c-E,T4c-D,1,0
T4c-E,T4d-D,1,0
T4c-E,T4d-E,2,0
T4c-E,T4c-P,3,0
T4c-E,Mi9-E,3,0
T4c-E,T4a-home,1,0
T4c-E,C2-B,1,0
T4c-E,Mi1-F,1,0
T4c-E,T4c-A,6,0
T4c-E,T4a-F,1,0
T4c-E,T4c-F,3,0
T4c-E,T4b-D,1,0
Pm4-0,T2-B,3,0
Pm4-0,Mi1-O,1,0
Pm4-0,T2-home,5,0
Pm4-0,Pm3-1,7,0
Pm4-0,TmY5a-E,11,0
Pm4-0,Tm3p-B,1,0
Pm4-0,Tm6_14-K,8,0
Pm4-0,Mi1-home,3,0
Pm4-0,Tm4-A,1,0
Pm4-0,T2a-C,2,0
Pm4-0,T3-B,5,0
Pm4-0,Tm6_14-C,2,0
Pm4-0,Pm2-8,1,0
Pm4-0,Mi1-F,4,0
Pm4-0,Tm5c-0,1,0
Pm4-0,T2-C,4,0
Pm4-0,Tm6_14-home,7,0
Pm4-0,Pm2-2,17,0
Pm4-0,Tm1-F,6,0
Pm4-0,T2a-B,1,0
Pm4-0,TmY3-home,3,0
Pm4-0,Pm2-3,2,0
Pm4-0,Pm4-4,1,0
Pm4-0,Mi1-K,1,0
Pm4-0,T2a-home,1,0
Pm4-0,Tm5Y-home,4,0
Pm4-0,Tm5b-C,5,0
Pm4-0,Tm2-K,1,0
Pm4-0,Mi1-B,1,0
Pm4-0,Pm2-7,2,0
Pm4-0,Tm1-O,4,0
Pm4-0,Pm4-2,6,0
Pm4-0,T2-K,4,0
Pm4-0,TmY5a-F,10,0
Pm4-0,Y3_Y6-4,23,0
Pm4-0,Tm25_Y1-E,1,0
Pm4-0,T2a-L,2,0
Pm4-0,T2-D-2nd,1,0
Pm4-0,Pm2-1,7,0
Pm4-0,Tm1-D,4,0
Pm4-0,Tm22_like,12,0
Pm4-0,Y3_Y6-0,6,0
Pm4-0,Tm2-F,2,0
Pm4-0,TmY3-F,3,0
Pm4-0,Tm5Y-F,1,0
Pm4-0,TmY5a-D,3,0
Pm4-0,Mi22-1,1,0
Pm4-0,TmY4_like-0,1,0
Pm4-0,T3-K,4,0
Pm4-0,Tm5b-F,1,0
Pm4-0,T3-J,3,0
Pm4-0,TmY5a-0,9,0
Pm4-0,Tm2-D,2,0
Pm4-0,T2-A,2,0
Pm4-0,Pm2-6,8,0
Pm4-0,T2-D,1,0
Pm4-0,Pm2-0,12,0
Pm4-0,Mi4-E,1,0
Pm4-0,T3-D,3,0
Pm4-0,Pm2-10,1,0
Pm4-0,Tm1-C,3,0
Pm4-0,Tm1-home,5,0
Pm4-0,Mi9-B,2,0
Pm4-0,Mi1-D,2,0
Pm4-0,Y3_Y6-1,26,0
Pm4-0,Y3_Y6-3,16,0
Pm4-0,Pm1-1,1,0
Pm4-0,Tm1-B,5,0
Pm4-0,Pm3-0,5,0
Pm4-0,T2-J,3,0
Pm4-0,Tm6_14-A,2,0
Pm4-0,Y3_Y6-2,42,0
Pm4-0,T3-F,4,0
Pm4-0,Tm4-J,1,0
Pm4-0,Tm6_14-J,20,0
Pm4-0,Pm2-5,6,0
Pm4-0,Mi2-2,17,0
Pm4-0,Pm2-11,1,0
Pm4-0,Pm2-9,1,0
Pm4-0,Mi2-1,14,0
Pm4-0,T3-C,10,0
Pm4-0,Tm6_14-B,12,0
Pm4-0,Tm2-B,2,0
Pm4-0,Mi1-C,2,0
Pm4-0,T3-E,1,0
Pm4-0,Pm2-4,4,0
Pm4-0,T2a-A,2,0
Pm4-0,TmY13_like-1,2,0
Pm4-0,Tm1-K,6,0
Pm4-0,Pm1-2,11,0
Pm4-0,Mi2-0,5,0
Pm4-0,Mi4-B,1,0
Pm4-0,Tm5Y-E,4,0
Pm4-0,Mi9-F,2,0
TmY5a-0,T3-J,1,0
TmY5a-0,Tm5Y-A,1,0
TmY5a-0,L4-B,1,0
TmY5a-0,TmY10_like-0,1,0
TmY5a-0,Pm2-5,3,0
TmY5a-0,Pm4-0,1,0
TmY5a-0,TmY5a-0,1,0
TmY5a-0,Lawf1-0,1,0
TmY5a-0,Dm7_Mi16_like-0,1,0
TmY5a-0,Y3_Y6-3,1,0
TmY5a-0,Tm3p-home,1,0
TmY5a-0,Tm5b-C,2,0
TmY5a-0,TmY3-C,1,0
TmY5a-0,Y3_Y6-1,2,0
TmY5a-0,Pm2-7,2,0
TmY5a-0,Tm5Y-home,1,0
TmY5a-0,Mi4,1,0
TmY5a-0,Pm2-1,1,0
TmY5a-0,Tm16_like-0,1,0
TmY5a-0,Mi4-B,1,0
TmY5a-0,T2-C,1,0
TmY5a-0,T2-B,1,0
TmY5a-0,T2-J,1,0
TmY5a-0,Tm1-home,1,0
TmY5a-0,Y3_Y6-2,14,0
TmY5a-0,Tm2-C,1,0
TmY5a-0,Pm1-2,6,0
TmY5a-0,T3-C,1,0
TmY5a-0,Pm2-2,3,0
TmY5a-0,Tm16_like-2,2,0
TmY5a-0,TmY3-B,3,0
TmY5a-0,Tm25_Y1-home,1,0
TmY5a-0,Pm4-2,1,0
Dm5_like-2,Dm5_like-0,1,0
Dm5_like-2,Dm8-L,1,0
TmY4_like-1,TmY4_like-2,3,0
TmY4_like-1,Tm5c_like,1,0
TmY4_like-1,Tm20-C,1,0
TmY4_like-1,TmY5a-D,1,0
TmY4_like-1,TmY10_like-0,1,0
TmY4_like-1,Tm28_TmY9-0,1,0
Tm28_TmY9-2,TmY4_like-2,2,0
Tm28_TmY9-2,Dm3y-5,1,0
Tm28_TmY9-2,TmY4_like-3,2,0
Tm28_TmY9-2,Tm28_TmY9-3,1,0
Tm28_TmY9-2,Dm3x-2,1,0
Pm4-4,TmY5a-E,1,0
Pm4-4,Mi1-E,3,0
Pm4-4,Pm2-1,4,0
Pm4-4,Pm1-0,5,0
Pm4-4,Tm3a-C,1,0
Pm4-4,T2-D,1,0
Pm4-4,Y3_Y6-1,1,0
Pm4-4,Tm3p-E,1,0
Pm4-4,Pm2-3,1,0
Pm4-4,Mi4-E,1,0
Pm4-4,Mi9-E,2,0
Pm4-4,Pm4-4,2,0
Pm4-4,Tm1-E,1,0
Pm4-4,Pm2-7,7,0
Pm4-4,Pm4-0,1,0
Pm4-4,Pm2-6,4,0
Pm4-4,Y3_Y6-0,2,0
Pm4-4,Pm2-0,5,0
Pm4-4,Lawf2-1,3,0
Pm4-4,Pm2-2,2,0
Pm4-4,Pm4-3,1,0
Y3_Y6-3,Tm25_Y1-E,3,0
Y3_Y6-3,Pm2-2,2,0
Y3_Y6-3,Tm20-A,1,0
Y3_Y6-3,TmY5a-F,5,0
Y3_Y6-3,TmY4_like-0,2,0
Y3_Y6-3,TmY4_like-4,1,0
Y3_Y6-3,TmY5a-0,1,0
Y3_Y6-3,Tm9-F,2,0
Y3_Y6-3,Mi4-F,9,0
Y3_Y6-3,Tm5b-B,1,0
Y3_Y6-3,Tm5a-F,4,0
Y3_Y6-3,Tm5Y-F,6,0
Y3_Y6-3,Tm5Y-Q,2,0
Y3_Y6-3,Lawf2-0,5,0
Y3_Y6-3,Tm20-F,5,0
Y3_Y6-3,Tm5b-E,1,0
Y3_Y6-3,Mi4,2,0
Y3_Y6-3,Mi22-0,2,0
Y3_Y6-3,TmY5a-E,3,0
Y3_Y6-3,Tm25_Y1-F,2,0
Y3_Y6-3,Tm16_like-0,3,0
Y3_Y6-3,Tm28_TmY9-1,6,0
Y3_Y6-3,Pm4-0,1,0
Y3_Y6-3,TmY10_like-0,6,0
Y3_Y6-3,Mi4-B,2,0
Y3_Y6-3,Mi1-F,1,0
Y3_Y6-3,T2-home,1,0
Y3_Y6-3,Tm5b-F,2,0
Y3_Y6-3,T2-A,2,0
Mi22-0,Tm4-E,1,0
Mi22-0,Lawf1-0,19,0
Mi22-0,Lawf1-2,21,0
Mi22-0,Tm4-home,1,0
Mi22-0,Dm8-J,2,0
Mi22-0,Lawf1-1,15,0
Mi22-0,Mi9-E,3,0
Mi22-0,Tm8_like,4,0
Mi22-0,Mi9-F,6,0
Mi22-0,Tm5b-B,1,0
Mi22-0,T4c-A,2,0
Mi22-0,Mi22-3,1,0
Mi22-0,Y3_Y6-0,1,0
Mi22-0,T4a-home,1,0
Mi22-0,Tm5a-C,1,0
Mi22-0,Mi9-D,6,0
Mi22-0,Dm8-A,2,0
Mi22-0,Y3_Y6-3,1,0
Mi22-0,Tm5b-D,2,0
Mi22-0,T4d-C,4,0
Mi22-0,Tm5Y-F,1,0
Mi22-0,Tm25_Y1-D,1,0
Mi22-0,Mi9-A,3,0
Mi22-0,Mi4-home,1,0
Mi22-0,Tm5b-home,3,0
Mi22-0,Mi9-home,11,0
Mi22-0,Lawf2-0,1,0
Mi22-0,Pm1-2,1,0
Mi22-0,Mi4-E,1,0
Mi22-0,T4a-A,1,0
Mi22-0,TmY13_like-0,11,0
Mi22-0,Mi22-2,3,0
Mi22-0,Pm4-0,1,0
Mi22-0,TmY10_like-0,1,0
Mi22-0,Mi4-C,1,0
Mi22-0,Tm22_like,1,0
Mi22-0,Mi9-C,3,0
Mi22-0,Dm2-F,1,0
Mi22-0,TmY13_like-1,2,0
Mi22-0,Mi9-P,5,0
Mi22-0,T4c-L,1,0
Mi22-0,Tm2-A,1,0
Mi22-0,Tm25_Y1-E,1,0
Mi22-0,TmY3-P,1,0
Mi22-0,Tm3p-P,1,0
Mi22-0,T4c-B,1,0
Mi22-0,T4a-P,1,0
Mi22-0,Tm5c_like,1,0
Mi22-0,Mi9-B,1,0
Mi22-0,Mi1-home,1,0
Mi22-0,T4d-B,1,0
Mi22-0,TmY5a-0,1,0
Tm20-E,Pm4-4,1,0
Tm20-E,Tm9-E,7,0
Tm20-E,Tm20-home,4,0
Tm20-E,TmY4_like-4,1,0
Tm20-E,T2-C,1,0
Tm20-E,Tm5Y-F,1,0
Tm20-E,Tm28_TmY9-1,3,0
Tm20-E,T2-home,1,0
Tm20-E,Y3_Y6-0,1,0
Tm20-E,Tm20-D,3,0
Tm20-E,TmY10_like-0,1,0
Tm20-E,Tm5Y-home,1,0
Tm20-E,Tm20-F,1,0
Tm20-E,Mi9-E,9,0
Tm20-E,Mi21,2,0
Tm20-E,Tm20-E,1,0
Tm20-E,Tm25_Y1-E,2,0
Tm20-E,Mi2-2,2,0
Tm20-E,Tm5Y-E,6,0
T4a-A,C3-home,3,0
T4a-A,T4a-home,3,0
T4a-A,Mi22-0,1,0
T4a-A,T4a-D,1,0
T4a-A,T2-A,1,0
T4a-A,Mi1-A,1,0
T4a-A,Mi9-home,2,0
T4a-A,T4c-A,1,0
T4a-A,T4b-F,1,0
T4a-A,C3-A,5,0
T4a-A,T4d-E,1,0
L2-C,Tm4-B,12,0
L2-C,L5-C,56,0
L2-C,Tm2-C,176,0
L2-C,T3-K,1,0
L2-C,Mi1-C,1,0
L2-C,Dm1-2,1,0
L2-C,Tm4-J,47,0
L2-C,TmY3-B,3,0
L2-C,Tm4-K,38,0
L2-C,Tm20-C,15,0
L2-C,L4-J,2,0
L2-C,Dm6-0,47,0
L2-C,TmY3-home,1,0
L2-C,Tm4-C,18,0
L2-C,Tm1-C,186,0
L2-C,Mi9-C,3,0
L2-C,Dm6-6,2,0
L2-C,Dm6-4,15,0
L2-C,Dm6-3,15,0
L2-C,Mi4-C,5,0
L2-C,T1-C,143,0
Y3_Y6-2,C2-home,1,0
Y3_Y6-2,Tm8_like,1,0
Y3_Y6-2,Tm20-home,3,0
Y3_Y6-2,Tm5a-C,2,0
Y3_Y6-2,Mi4-home,4,0
Y3_Y6-2,Mi4-C,4,0
Y3_Y6-2,Tm23_24,undefined,0
Y3_Y6-2,Tm20-C,3,0
Y3_Y6-2,TmY4_like-0,4,0
Y3_Y6-2,Pm1-2,1,0
Y3_Y6-2,Mi1-C,4,0
Y3_Y6-2,Tm5Y-home,4,0
Y3_Y6-2,Tm5Y-C,1,0
Y3_Y6-2,Tm5b-C,2,0
Y3_Y6-2,Tm5b-home,1,0
Y3_Y6-2,T2-B,1,0
Y3_Y6-2,Mi4-B,4,0
Y3_Y6-2,C2-C,1,0
Y3_Y6-2,Tm28_TmY9-1,2,0
Y3_Y6-2,TmY5a-0,10,0
Y3_Y6-2,T2-J,2,0
Y3_Y6-2,T3-J,1,0
Y3_Y6-2,Pm4-0,1,0
Y3_Y6-2,Tm20-B,4,0
Y3_Y6-2,T2-C,1,0
Y3_Y6-2,TmY13_like-1,1,0
Y3_Y6-2,Tm5a-J,1,0
Y3_Y6-2,Tm5c-0,1,0
Y3_Y6-2,Tm5b-B,2,0
Y3_Y6-2,Lawf2-1,1,0
Y3_Y6-2,Tm28_TmY9-4,3,0
Y3_Y6-2,TmY10_like-0,2,0
Y3_Y6-2,Tm25_Y1-home,7,0
Y3_Y6-2,TmY4_like-2,4,0
Y3_Y6-2,C2-B,1,0
T3-B,Mi22-3,1,0
T3-B,Pm2-2,1,0
T3-B,Pm2-5,1,0
T3-B,Mi1-B,1,0
T3-B,Tm6_14-B,3,0
T3-B,Pm4-2,2,0
T3-B,Tm6_14-J,1,0
T3-B,TmY10_like-0,1,0
T3-B,Y3_Y6-2,1,0
T3-B,TmY4_like-0,1,0
T3-B,Tm25_Y1-home,2,0
T3-B,Tm3a-B,1,0
T3-B,Mi1-home,5,0
T3-B,Pm1-2,7,0
T3-B,Lawf2-0,1,0
T3-B,Tm5c-1,5,0
T3-B,Tm23_24,undefined,0
T3-B,T3-A,8,0
T3-B,Tm5c-3,2,0
T3-B,Mi22-1,1,0
T3-B,T3-J,1,0
T3-B,TmY5a-0,5,0
T3-B,Tm5c-0,3,0
T3-B,Mi1-A,4,0
T3-B,Dm6-6,1,0
Dm9-2,Dm3y-0,1,0
Dm9-2,Tm1-B,1,0
Dm9-2,Tm5c-3,1,0
Dm9-2,Tm5c-0,1,0
Dm9-2,R7-B,46,0
Dm9-2,Dm9-2,2,0
Dm9-2,R8-B,42,0
Dm9-2,Mi4-B,20,0
Dm9-2,Tm20-B,4,0
Dm9-2,Dm2-B,1,0
Dm9-2,Tm5c-1,2,0
C2-A,L4-B,5,0
C2-A,Mi1-A,15,0
C2-A,T3-B,1,0
C2-A,L3-A,3,0
C2-A,L1-A,21,0
C2-A,Tm9-A,8,0
C2-A,L5-A,21,0
C2-A,T1-A,1,0
C2-A,Tm1-A,7,0
C2-A,L2-A,9,0
C2-A,Mi4,1,0
Dm9-4,R7-K,11,0
Dm9-4,Mi9-K,1,0
Mi4-E,Pm2-0,1,0
Mi4-E,Tm4-C,1,0
Mi4-E,T4a-home,8,0
Mi4-E,Pm4-4,6,0
Mi4-E,Pm2-6,1,0
Mi4-E,Tm3p-P,2,0
Mi4-E,Tm5a-E,4,0
Mi4-E,Tm16_like-0,6,0
Mi4-E,Y3_Y6-2,1,0
Mi4-E,Tm5Y-F,1,0
Mi4-E,TmY3-home,13,0
Mi4-E,TmY10_like-0,3,0
Mi4-E,T4c-E,1,0
Mi4-E,T4b-home,3,0
Mi4-E,T4a-F,1,0
Mi4-E,Tm20-home,1,0
Mi4-E,T4d-E,2,0
Mi4-E,Mi4-home,1,0
Mi4-E,T1-E,1,0
Mi4-E,Y3_Y6-3,1,0
Mi4-E,Mi9-P,1,0
Mi4-E,Tm16_like-1,9,0
Mi4-E,Dm6-2,1,0
Mi4-E,Tm4-home,1,0
Mi4-E,Tm3a-D,3,0
Mi4-E,TmY13_like-1,2,0
Mi4-E,Tm1-E,5,0
Mi4-E,Tm9-E,7,0
Mi4-E,Tm6_14-home,1,0
Mi4-E,Y3_Y6-1,10,0
Mi4-E,T4b-D,1,0
Mi4-E,Tm3a-C,1,0
Mi4-E,T3-home,1,0
Mi4-E,TmY3-P,5,0
Mi4-E,Pm4-3,1,0
Mi4-E,Dm3x-2,2,0
Mi4-E,Dm3y-1,3,0
Mi4-E,Pm1-0,1,0
Mi4-E,Tm20-E,16,0
Mi4-E,Tm4-D,1,0
Mi4-E,Tm25_Y1-E,2,0
Mi4-E,Tm5c-2,1,0
Mi4-E,T2-D-2nd,2,0
Mi4-E,Mi4-D,1,0
Mi4-E,Tm5Y-E,5,0
Mi4-E,TmY13_like-0,15,0
Mi4-E,T4b-P,5,0
Mi4-E,TmY5a-D,2,0
Mi4-E,L2-E,3,0
Mi4-E,T4d-home,1,0
Mi4-E,Dm6-6,1,0
Mi4-E,Dm3y-2,2,0
Mi4-E,T3-C,1,0
Mi4-E,T4a-D,2,0
Mi4-E,Mi9-E,61,0
Mi4-E,Pm4-0,1,0
Mi4-E,T4c-N,5,0
Mi4-E,Tm16_like-3,3,0
Mi4-E,L5-E,2,0
Mi4-E,T4b-O,6,0
Mi4-E,TmY4_like-4,4,0
Mi4-E,Tm2-E,8,0
Mi4-E,T4d-F,6,0
Mi4-E,Y3_Y6-0,6,0
Mi4-E,Dm6-1,5,0
Mi4-E,T4d-A,1,0
Mi4-E,Mi1-E,2,0
Mi4-E,TmY5a-E,8,0
Mi4-E,Tm3a-home,1,0
L5-E,Mi1-E,45,0
L5-E,T3-D,6,0
L5-E,Dm2-P,2,0
L5-E,L1-E,33,0
L5-E,Mi4-home,2,0
L5-E,T3-E,15,0
L5-E,Tm3p-P,9,0
L5-E,Tm20-E,6,0
L5-E,L2-E,5,0
L5-E,Mi2-2,1,0
L5-E,Dm9-3,1,0
L5-E,Tm3a-home,16,0
L5-E,TmY5a-E,3,0
L5-E,Mi1-home,4,0
L5-E,C2-E,15,0
L5-E,Tm3a-D,12,0
L5-E,TmY3-home,5,0
L5-E,Tm3p-E,19,0
L5-E,Tm6_14-C,6,0
L5-E,Tm25_Y1-E,5,0
L5-E,Dm2-F,3,0
L5-E,T1-E,2,0
L5-E,Mi4-E,22,0
L5-E,C2-C,6,0
L5-E,C3-E,11,0
L5-E,TmY3-P,5,0
L5-E,Tm5a-F,1,0
L5-E,L5-D,3,0
L5-E,Dm2-E,2,0
L5-E,T3-home,18,0
L5-E,Tm6_14-home,17,0
L5-E,Tm3a-C,6,0
L5-E,Tm1-E,2,0
L5-E,Dm1-2,10,0
L5-E,Tm20-home,2,0
L5-E,C2-D,3,0
L5-E,T3-C,9,0
L5-E,Dm1-0,8,0
L5-E,C2-home,3,0
L5-E,Dm2-home,2,0
L5-E,TmY4_like-4,2,0
L5-E,L5-P,3,0
Y3_Y6-1,Tm5Y-C,3,0
Y3_Y6-1,Pm4-4,3,0
Y3_Y6-1,Tm25_Y1-home,1,0
Y3_Y6-1,Tm5c-0,2,0
Y3_Y6-1,T2-D,2,0
Y3_Y6-1,TmY13_like-0,1,0
Y3_Y6-1,C2-D,2,0
Y3_Y6-1,Tm28_TmY9-3,4,0
Y3_Y6-1,Pm2-4,1,0
Y3_Y6-1,Lawf2-0,2,0
Y3_Y6-1,TmY10_like-0,2,0
Y3_Y6-1,T2-home,1,0
Y3_Y6-1,Tm20-D,4,0
Y3_Y6-1,Tm20-C,1,0
Y3_Y6-1,TmY4_like-2,3,0
Y3_Y6-1,Mi4-D,3,0
Y3_Y6-1,Mi4-K,1,0
Y3_Y6-1,Mi4-E,1,0
Y3_Y6-1,TmY10_like-1,2,0
Y3_Y6-1,Tm5a-C,2,0
Y3_Y6-1,Tm16_like-0,1,0
Y3_Y6-1,Tm5Y-E,5,0
Y3_Y6-1,Pm4-0,2,0
Y3_Y6-1,TmY4_like-3,5,0
Y3_Y6-1,Tm5Y-home,1,0
Y3_Y6-1,Tm8_like,2,0
Y3_Y6-1,Mi4-C,2,0
Y3_Y6-1,Tm20-E,5,0
Y3_Y6-1,Tm25_Y1-E,7,0
Y3_Y6-1,TmY5a-E,5,0
Y3_Y6-1,C2-E,3,0
Y3_Y6-1,TmY13_like-1,1,0
Y3_Y6-1,TmY5a-D,4,0
Y3_Y6-1,Lawf2-1,3,0
Y3_Y6-1,Tm5b-F,1,0
Y3_Y6-1,TmY4_like-1,2,0
Y3_Y6-1,Mi4-L,1,0
Y3_Y6-1,Mi22-0,1,0
L3-P,Mi1-P,7,0
L3-P,Dm4-6,7,0
L3-P,C3-P,3,0
L3-P,Dm3y-4,8,0
L3-P,Lawf1-2,1,0
L3-P,Tm9-P,8,0
L3-P,Mi9-P,17,0
L3-P,Mi9-E,1,0
L3-P,Tm5c-2,3,0
L3-P,Tm3p-P,6,0
Tm4-E,Pm4-7,4,0
Tm4-E,Pm4-0,13,0
Tm4-E,Tm4-F,1,0
Tm4-E,Mi4-O,2,0
Tm4-E,T2-E,2,0
Tm4-E,TmY3-P,2,0
Tm4-E,Y3_Y6-0,2,0
Tm4-E,Lawf2-1,3,0
Tm4-E,Tm6_14-home,2,0
Tm4-E,TmY3-F,2,0
Tm4-E,T2-D-2nd,1,0
Tm4-E,C3-Q,2,0
Tm4-E,Pm2-1,1,0
Tm4-E,Mi4-P,1,0
Tm4-E,Pm4-3,1,0
Tm4-E,T2a-P,3,0
Tm4-E,Tm4-home,1,0
Tm4-E,Tm1-O,1,0
Tm4-E,C3-F,1,0
Tm4-E,Pm2-3,1,0
Tm5b-F,Tm16_like-1,1,0
Tm5b-F,Tm16_like-0,1,0
Tm5b-F,Tm5b-home,1,0
Tm5b-F,Mi9-F,1,0
Tm5b-F,Dm7_Mi16_like-0,3,0
Tm5b-F,Tm5a-F,1,0
Tm5b-F,Mi4-F,2,0
Tm5b-F,Mi21,2,0
Tm5b-F,Dm2-A,1,0
TmY3-C,T3-B,1,0
TmY3-C,T3-C,3,0
TmY3-C,T3-J,4,0
TmY3-C,Mi9-C,1,0
TmY3-C,Pm2-2,3,0
TmY3-C,T3-K,2,0
TmY3-C,Pm1-0,1,0
TmY3-C,TmY5a-D,2,0
TmY3-C,Mi9-B,1,0
TmY3-C,TmY13_like-1,2,0
TmY3-C,Tm6_14-K,1,0
TmY3-C,Tm25_Y1-D,2,0
TmY3-C,Y3_Y6-4,6,0
TmY3-C,TmY3-B,1,0
TmY3-C,Mi4-C,1,0
Dm8-P,Tm5Y-E,1,0
Dm8-P,Tm5a-F,1,0
Dm8-P,Dm8-Q,1,0
Dm8-P,Dm2-P,3,0
Dm8-P,Tm9-P,1,0
C3-Q,Dm3x-0,2,0
C3-Q,Dm1-0,6,0
C3-Q,Tm4-A,5,0
C3-Q,Dm6-4,1,0
C3-Q,Tm4-home,4,0
C3-Q,T1-Q,82,0
C3-Q,Tm4-E,1,0
C3-Q,Tm4-F,6,0
C3-Q,T3-A,1,0
C3-Q,T3-F,1,0
C3-Q,T2-Q,1,0
C3-Q,L5-Q,4,0
C3-Q,Mi9-Q,22,0
C3-Q,Tm1-Q,13,0
C3-Q,L2-Q,40,0
T4b-E,Mi4-E,1,0
T4b-E,T4c-N,2,0
T4b-E,Pm1-0,3,0
T4b-E,Mi9-N,1,0
T4b-E,Mi9-E,1,0
T4b-E,T4b-D,4,0
T4b-E,T4a-P,1,0
T4b-E,T4b-A,1,0
T4b-E,T4a-F,1,0
T4b-E,T4a-E,2,0
T4b-E,C2-E,1,0
T4b-E,Mi1-O,1,0
T4b-E,T4b-home,7,0
T4b-E,T4a-C,1,0
T4b-E,T3-D,2,0
T4b-E,Tm3a-D,1,0
T4b-E,T4b-F,1,0
T4b-E,Mi4-F,1,0
T4b-E,T4b-O,3,0
T1-B,Tm2-B,1,0
T1-B,Mi9-B,3,0
T1-B,L2-B,6,0
T1-B,Tm20-B,3,0
L3-K,L3-K,1,0
L3-K,Dm3x-1,1,0
L3-K,Mi9-K,20,0
L3-K,Mi2-1,3,0
L3-K,Dm9-4,4,0
L3-K,Tm16_like-2,1,0
Y3_Y6-5,Lawf2-0,2,0
Y3_Y6-5,C2-home,2,0
Y3_Y6-5,Tm28_TmY9-2,2,0
Y3_Y6-5,Y3_Y6-5,1,0
T4c-B,T4c-A,2,0
T4c-B,T4b-home,1,0
T4c-B,Mi4-C,1,0
T4c-B,Mi1-C,1,0
T4c-B,T4c-F,2,0
T4c-B,Mi22-0,1,0
T4d-A,T4a-F,2,0
T4d-A,Mi4,1,0
T4d-A,T4d-F,2,0
T4d-A,T3-A,1,0
T4d-A,T4d-B,1,0
T4d-A,Tm1-A,2,0
T4d-A,T4a-A,3,0
Dm4-6,C3-P,1,0
Dm4-6,Mi4-P,24,0
Dm4-6,Mi4-E,1,0
Dm4-6,Mi22-2,1,0
Dm4-6,Dm2-P,17,0
Dm4-6,L3-P,1,0
Tm28_TmY9-3,Tm25_Y1-E,1,0
Tm28_TmY9-3,TmY4_like-1,2,0
Tm28_TmY9-3,TmY5a-E,1,0
Tm28_TmY9-3,Tm1-E,2,0
Tm28_TmY9-3,TmY5a-D,2,0
Tm28_TmY9-3,Lawf2-1,3,0
Tm28_TmY9-3,Mi2-2,1,0
Tm28_TmY9-3,Pm4-4,1,0
Dm2-B,Dm7_Mi16_like-0,1,0
Dm2-B,Mi4-home,4,0
Dm2-B,Dm2-home,2,0
Dm2-B,Tm8_like,3,0
Dm2-B,Mi4-B,13,0
Dm2-B,C3-B,2,0
R8-home,Mi4-home,20,0
R8-home,Mi1-home,17,0
R8-home,Mi9-home,5,0
R8-home,Tm20-home,18,0
R8-home,Tm5c-2,1,0
R8-home,Tm5c-0,1,0
R8-home,R7-home,27,0
R8-home,L3-home,2,0
R8-home,Mi4-E,4,0
R8-home,Dm9-0,65,0
R8-home,L1-home,7,0
R8-home,Dm2-home,18,0
R8-home,Dm4-0,1,0
Pm1-2,Mi1-B,4,0
Pm1-2,T2a-B,2,0
Pm1-2,Pm4-0,9,0
Pm1-2,T3-B,10,0
Pm1-2,T2a-A,1,0
Pm1-2,Tm1-B,3,0
Pm1-2,TmY5a-0,5,0
Pm1-2,Tm2-B,1,0
Pm1-2,Tm16_like-0,3,0
Pm1-2,T3-C,1,0
Pm1-2,Y3_Y6-2,2,0
Pm1-2,Tm2-C,1,0
Pm1-2,T2-J,6,0
Pm1-2,Mi2-0,1,0
Pm1-2,TmY3-B,1,0
Pm1-2,Tm1-home,1,0
Pm1-2,T3-J,2,0
Pm1-2,Tm3p-home,1,0
Pm1-2,T4a-home,1,0
Pm1-2,T2-B,3,0
Pm1-2,Tm2-F,3,0
Pm1-2,T2-C,1,0
Pm1-2,Tm2-home,1,0
Pm1-2,Mi1-home,4,0
Pm1-2,Tm3p-B,1,0
Pm1-2,Tm3a-B,4,0
Pm1-2,Tm4-B,1,0
Pm1-2,Mi1-F,3,0
L3-F,TmY10_like-0,6,0
L3-F,Dm3y-3,5,0
L3-F,Dm4-3,11,0
L3-F,TmY3-P,1,0
L3-F,Tm5Y-F,1,0
L3-F,Tm5c-2,13,0
L3-F,Tm20-F,21,0
L3-F,Lawf2-0,1,0
L3-F,C3-F,4,0
L3-F,Mi2-0,3,0
L3-F,Mi22-0,1,0
L3-F,Mi4-F,2,0
L3-F,Tm9-F,25,0
L3-F,Mi9-F,43,0
L3-F,TmY4_like-4,1,0
L3-F,L4-home,1,0
L3-F,Tm3p-P,1,0
L3-F,Mi1-F,21,0
L3-F,Tm16_like-0,1,0
L3-F,Tm16_like-1,2,0
L3-F,Lawf2-1,2,0
L3-F,Dm5_like-1,2,0
L3-F,Dm3x-0,1,0
L3-F,Mi22-2,1,0
L3-F,Dm3y-4,9,0
L3-F,Dm9-0,17,0
L1-L,Dm4-0,1,0
L1-L,Tm3a-K,10,0
L1-L,Tm3p-D,4,0
L1-L,L1-L,1,0
L1-L,L5-L,15,0
Tm2-F,Pm3-0,7,0
Tm2-F,Mi9-F,17,0
Tm2-F,T3-home,15,0
Tm2-F,L5-F,37,0
Tm2-F,Mi2-0,1,0
Tm2-F,T3-F,22,0
